id	name	category
CHEBI:33118	H3BO3	biolink:ChemicalEntity
CHEBI:35696	CoCl2 x 6 H2O	biolink:ChemicalEntity
CHEBI:86318	CuCl2 x 2 H2O	biolink:ChemicalEntity
CHEBI:34887	NiCl2 x 6 H2O	biolink:ChemicalEntity
CHEBI:75213	Na2MoO4 x 2 H2O	biolink:ChemicalEntity
mediadive.ingredient:815a	DESULFOCELLA HALOPHILA MEDIUM	biolink:ChemicalEntity
CHEBI:32149	Na2SO4	biolink:ChemicalEntity
CHEBI:86158	CaCl2 x 2 H2O	biolink:ChemicalEntity
CHEBI:26710	NaCl	biolink:ChemicalEntity
CHEBI:32588	KCl	biolink:ChemicalEntity
CHEBI:31206	NH4Cl	biolink:ChemicalEntity
CHEBI:63036	KH2PO4	biolink:ChemicalEntity
CHEBI:86345	MgCl2 x 6 H2O	biolink:ChemicalEntity
CHEBI:36385	SrCl2 x 6 H2O	biolink:ChemicalEntity
mediadive.solution:1474	Trace element solution SL-11	biolink:ChemicalEntity
CHEBI:39074	MOPS	biolink:ChemicalEntity
CAS-RN:8013-01-2	Yeast extract	biolink:ChemicalEntity
CAS-RN:62758-13-8	Sodium resazurin	biolink:ChemicalEntity
CHEBI:50144	Na-pyruvate	biolink:ChemicalEntity
CHEBI:29377	Na2CO3	biolink:ChemicalEntity
CHEBI:76209	Na2S x 9 H2O	biolink:ChemicalEntity
CHEBI:15377	Distilled water	biolink:ChemicalEntity
CHEBI:64734	Na2-EDTA x 2 H2O	biolink:ChemicalEntity
CHEBI:86249	FeCl2 x 4 H2O	biolink:ChemicalEntity
CHEBI:49976	ZnCl2	biolink:ChemicalEntity
CHEBI:86368	MnCl2 x 4 H2O	biolink:ChemicalEntity
CHEBI:33118	H3BO3	biolink:ChemicalEntity
CHEBI:35696	CoCl2 x 6 H2O	biolink:ChemicalEntity
CHEBI:86318	CuCl2 x 2 H2O	biolink:ChemicalEntity
CHEBI:34887	NiCl2 x 6 H2O	biolink:ChemicalEntity
CHEBI:75213	Na2MoO4 x 2 H2O	biolink:ChemicalEntity
mediadive.ingredient:816	SPOROTOMACULUM MEDIUM	biolink:ChemicalEntity
mediadive.solution:1657	Solution A	biolink:ChemicalEntity
mediadive.solution:1658	Solution B	biolink:ChemicalEntity
mediadive.solution:1659	Solution C	biolink:ChemicalEntity
mediadive.solution:1660	Solution D	biolink:ChemicalEntity
mediadive.solution:1661	Solution E	biolink:ChemicalEntity
mediadive.solution:1662	Solution F	biolink:ChemicalEntity
mediadive.solution:1663	Solution G	biolink:ChemicalEntity
mediadive.solution:1664	Solution H	biolink:ChemicalEntity
CHEBI:63036	KH2PO4	biolink:ChemicalEntity
CHEBI:31206	NH4Cl	biolink:ChemicalEntity
CHEBI:32588	KCl	biolink:ChemicalEntity
CHEBI:26710	NaCl	biolink:ChemicalEntity
CHEBI:86158	CaCl2 x 2 H2O	biolink:ChemicalEntity
CHEBI:86345	MgCl2 x 6 H2O	biolink:ChemicalEntity
CAS-RN:62758-13-8	Sodium resazurin	biolink:ChemicalEntity
CHEBI:15377	Distilled water	biolink:ChemicalEntity
mediadive.solution:595	Trace element solution SL-10	biolink:ChemicalEntity
mediadive.solution:777	Selenite-tungstate solution	biolink:ChemicalEntity
CHEBI:29377	Na2CO3	biolink:ChemicalEntity
CHEBI:30764	3-Hydroxybenzoic acid	biolink:ChemicalEntity
CAS-RN:8013-01-2	Yeast extract	biolink:ChemicalEntity
mediadive.ingredient:74	Trypticase	biolink:ChemicalEntity
CHEBI:76209	Na2S x 9 H2O	biolink:ChemicalEntity
CHEBI:17883	HCl	biolink:ChemicalEntity
CHEBI:86249	FeCl2 x 4 H2O	biolink:ChemicalEntity
CHEBI:49976	ZnCl2	biolink:ChemicalEntity
CHEBI:86368	MnCl2 x 4 H2O	biolink:ChemicalEntity
CHEBI:33118	H3BO3	biolink:ChemicalEntity
CHEBI:35696	CoCl2 x 6 H2O	biolink:ChemicalEntity
CHEBI:86318	CuCl2 x 2 H2O	biolink:ChemicalEntity
CHEBI:34887	NiCl2 x 6 H2O	biolink:ChemicalEntity
CHEBI:75213	Na2MoO4 x 2 H2O	biolink:ChemicalEntity
CHEBI:32145	NaOH	biolink:ChemicalEntity
CHEBI:131361	Na2SeO3 x 5 H2O	biolink:ChemicalEntity
CHEBI:63939	Na2WO4 x 2 H2O	biolink:ChemicalEntity
mediadive.ingredient:817	THERMOSPHAERA MEDIUM	biolink:ChemicalEntity
CHEBI:86345	MgCl2 x 6 H2O	biolink:ChemicalEntity
CHEBI:26710	NaCl	biolink:ChemicalEntity
CHEBI:32588	KCl	biolink:ChemicalEntity
CHEBI:31206	NH4Cl	biolink:ChemicalEntity
CHEBI:86158	CaCl2 x 2 H2O	biolink:ChemicalEntity
CHEBI:131527	K2HPO4 x 3 H2O	biolink:ChemicalEntity
CHEBI:30808	FeCl3	biolink:ChemicalEntity
CAS-RN:8013-01-2	Yeast extract	biolink:ChemicalEntity
CAS-RN:73049-73-7	Peptone	biolink:ChemicalEntity
CAS-RN:62758-13-8	Sodium resazurin	biolink:ChemicalEntity
CHEBI:29377	Na2CO3	biolink:ChemicalEntity
mediadive.solution:5980	Wolin's vitamin solution (10x)	biolink:ChemicalEntity
CHEBI:76209	Na2S x 9 H2O	biolink:ChemicalEntity
CHEBI:15377	Distilled water	biolink:ChemicalEntity
CHEBI:15956	Biotin	biolink:ChemicalEntity
CHEBI:27470	Folic acid	biolink:ChemicalEntity
CHEBI:30961	Pyridoxine hydrochloride	biolink:ChemicalEntity
CHEBI:49105	Thiamine HCl	biolink:ChemicalEntity
CHEBI:17015	Riboflavin	biolink:ChemicalEntity
CHEBI:15940	Nicotinic acid	biolink:ChemicalEntity
CHEBI:1687714	Calcium D-(+)-pantothenate	biolink:ChemicalEntity
CHEBI:17439	Vitamin B12	biolink:ChemicalEntity
CHEBI:30753	p-Aminobenzoic acid	biolink:ChemicalEntity
CHEBI:16494	(DL)-alpha-Lipoic acid	biolink:ChemicalEntity
mediadive.ingredient:818	CHRYSIOGENES MEDIUM	biolink:ChemicalEntity
CHEBI:26710	NaCl	biolink:ChemicalEntity
CHEBI:32588	KCl	biolink:ChemicalEntity
CHEBI:31206	NH4Cl	biolink:ChemicalEntity
CHEBI:63036	KH2PO4	biolink:ChemicalEntity
CHEBI:32149	Na2SO4	biolink:ChemicalEntity
CHEBI:86345	MgCl2 x 6 H2O	biolink:ChemicalEntity
CHEBI:86158	CaCl2 x 2 H2O	biolink:ChemicalEntity
mediadive.solution:1474	Trace element solution SL-11	biolink:ChemicalEntity
CAS-RN:62758-13-8	Sodium resazurin	biolink:ChemicalEntity
CHEBI:32139	NaHCO3	biolink:ChemicalEntity
CHEBI:58242	KNO3	biolink:ChemicalEntity
mediadive.solution:5980	Wolin's vitamin solution (10x)	biolink:ChemicalEntity
mediadive.solution:1038	Seven vitamins solution	biolink:ChemicalEntity
CHEBI:32954	Na-acetate	biolink:ChemicalEntity
CHEBI:15377	Distilled water	biolink:ChemicalEntity
CHEBI:64734	Na2-EDTA x 2 H2O	biolink:ChemicalEntity
CHEBI:86249	FeCl2 x 4 H2O	biolink:ChemicalEntity
CHEBI:49976	ZnCl2	biolink:ChemicalEntity
CHEBI:86368	MnCl2 x 4 H2O	biolink:ChemicalEntity
CHEBI:33118	H3BO3	biolink:ChemicalEntity
CHEBI:35696	CoCl2 x 6 H2O	biolink:ChemicalEntity
CHEBI:86318	CuCl2 x 2 H2O	biolink:ChemicalEntity
CHEBI:34887	NiCl2 x 6 H2O	biolink:ChemicalEntity
CHEBI:75213	Na2MoO4 x 2 H2O	biolink:ChemicalEntity
CHEBI:15956	Biotin	biolink:ChemicalEntity
CHEBI:27470	Folic acid	biolink:ChemicalEntity
CHEBI:30961	Pyridoxine hydrochloride	biolink:ChemicalEntity
CHEBI:49105	Thiamine HCl	biolink:ChemicalEntity
CHEBI:17015	Riboflavin	biolink:ChemicalEntity
CHEBI:15940	Nicotinic acid	biolink:ChemicalEntity
CHEBI:1687714	Calcium D-(+)-pantothenate	biolink:ChemicalEntity
CHEBI:17439	Vitamin B12	biolink:ChemicalEntity
CHEBI:30753	p-Aminobenzoic acid	biolink:ChemicalEntity
CHEBI:16494	(DL)-alpha-Lipoic acid	biolink:ChemicalEntity
CHEBI:15956	D-(+)-biotin	biolink:ChemicalEntity
CHEBI:31345	Calcium pantothenate	biolink:ChemicalEntity
CHEBI:132751	Thiamine-HCl x 2 H2O	biolink:ChemicalEntity
mediadive.ingredient:819	SEDIMINISPIROCHAETA SMARAGDINAE MEDIUM	biolink:ChemicalEntity
CHEBI:31206	NH4Cl	biolink:ChemicalEntity
CHEBI:131527	K2HPO4	biolink:ChemicalEntity
CHEBI:63036	KH2PO4	biolink:ChemicalEntity
CHEBI:86345	MgCl2 x 6 H2O	biolink:ChemicalEntity
CHEBI:86158	CaCl2 x 2 H2O	biolink:ChemicalEntity
CHEBI:32588	KCl	biolink:ChemicalEntity
CHEBI:26710	NaCl	biolink:ChemicalEntity
CAS-RN:8013-01-2	Yeast extract	biolink:ChemicalEntity
mediadive.solution:241	Modified Wolin's mineral solution	biolink:ChemicalEntity
CAS-RN:62758-13-8	Sodium resazurin	biolink:ChemicalEntity
CHEBI:91248	L-Cysteine HCl x H2O	biolink:ChemicalEntity
CHEBI:29377	Na2CO3	biolink:ChemicalEntity
CHEBI:76209	Na2S x 9 H2O	biolink:ChemicalEntity
CHEBI:15377	Distilled water	biolink:ChemicalEntity
CHEBI:44557	Nitrilotriacetic acid	biolink:ChemicalEntity
CHEBI:31795	MgSO4 x 7 H2O	biolink:ChemicalEntity
CHEBI:86364	MnSO4 x H2O	biolink:ChemicalEntity
CHEBI:75836	FeSO4 x 7 H2O	biolink:ChemicalEntity
CHEBI:53470	CoSO4 x 7 H2O	biolink:ChemicalEntity
CHEBI:32312	ZnSO4 x 7 H2O	biolink:ChemicalEntity
CHEBI:31440	CuSO4 x 5 H2O	biolink:ChemicalEntity
CHEBI:86465	AlK(SO4)2 x 12 H2O	biolink:ChemicalEntity
CHEBI:33118	H3BO3	biolink:ChemicalEntity
CHEBI:75213	Na2MoO4 x 2 H2O	biolink:ChemicalEntity
CHEBI:34887	NiCl2 x 6 H2O	biolink:ChemicalEntity
CHEBI:131361	Na2SeO3 x 5 H2O	biolink:ChemicalEntity
CHEBI:63939	Na2WO4 x 2 H2O	biolink:ChemicalEntity
mediadive.ingredient:821	FUNDIBACTER JADENSIS MEDIUM	biolink:ChemicalEntity
CAS-RN:73049-73-7	Peptone	biolink:ChemicalEntity
mediadive.ingredient:2	Meat extract	biolink:ChemicalEntity
CHEBI:45296	Hexadecane	biolink:ChemicalEntity
mediadive.solution:1669	4 times concentrated sea water	biolink:ChemicalEntity
CHEBI:15377	Distilled water	biolink:ChemicalEntity
CHEBI:26710	NaCl	biolink:ChemicalEntity
CHEBI:32588	KCl	biolink:ChemicalEntity
CHEBI:86345	MgCl2 x 6 H2O	biolink:ChemicalEntity
CHEBI:31795	MgSO4 x 7 H2O	biolink:ChemicalEntity
CHEBI:86158	CaCl2 x 2 H2O	biolink:ChemicalEntity
mediadive.ingredient:822	FRR-6, FRR-8 MEDIUM	biolink:ChemicalEntity
CAS-RN:8013-01-2	Yeast extract	biolink:ChemicalEntity
CAS-RN:91079-38-8	Proteose peptone	biolink:ChemicalEntity
mediadive.ingredient:101	Casamino acids	biolink:ChemicalEntity
CHEBI:17234	Glucose	biolink:ChemicalEntity
CHEBI:26710	NaCl	biolink:ChemicalEntity
CHEBI:50144	Na pyruvate	biolink:ChemicalEntity
CHEBI:31795	MgSO4 x 7 H2O	biolink:ChemicalEntity
CHEBI:131527	K2HPO4	biolink:ChemicalEntity
CHEBI:15377	Distilled water	biolink:ChemicalEntity
mediadive.ingredient:823	HALOBACULUM GOMORRENSE MEDIUM	biolink:ChemicalEntity
CHEBI:26710	NaCl	biolink:ChemicalEntity
CHEBI:86345	MgCl2 x 6 H2O	biolink:ChemicalEntity
CHEBI:32036	K2SO4	biolink:ChemicalEntity
CHEBI:86158	CaCl2 x 2 H2O	biolink:ChemicalEntity
CAS-RN:8013-01-2	Yeast extract	biolink:ChemicalEntity
mediadive.ingredient:101	Casamino acids	biolink:ChemicalEntity
CHEBI:28017	Starch	biolink:ChemicalEntity
CHEBI:15377	Distilled water	biolink:ChemicalEntity
mediadive.ingredient:824	TISSIERELLA CREATINOPHILA MEDIUM	biolink:ChemicalEntity
CHEBI:62965	Na-formate	biolink:ChemicalEntity
CHEBI:63036	KH2PO4	biolink:ChemicalEntity
CHEBI:26710	NaCl	biolink:ChemicalEntity
CHEBI:32588	KCl	biolink:ChemicalEntity
CHEBI:31795	MgSO4 x 7 H2O	biolink:ChemicalEntity
CHEBI:86158	CaCl2 x 2 H2O	biolink:ChemicalEntity
CHEBI:31206	NH4Cl	biolink:ChemicalEntity
mediadive.solution:595	Trace element solution SL-10	biolink:ChemicalEntity
mediadive.solution:777	Selenite-tungstate solution	biolink:ChemicalEntity
CHEBI:16919	Creatine	biolink:ChemicalEntity
CAS-RN:8013-01-2	Yeast extract	biolink:ChemicalEntity
CAS-RN:62758-13-8	Sodium resazurin	biolink:ChemicalEntity
CHEBI:29377	Na2CO3	biolink:ChemicalEntity
mediadive.solution:5980	Wolin's vitamin solution (10x)	biolink:ChemicalEntity
mediadive.solution:1038	Seven vitamins solution	biolink:ChemicalEntity
CHEBI:76209	Na2S x 9 H2O	biolink:ChemicalEntity
CHEBI:15377	Distilled water	biolink:ChemicalEntity
CHEBI:17883	HCl	biolink:ChemicalEntity
CHEBI:86249	FeCl2 x 4 H2O	biolink:ChemicalEntity
CHEBI:49976	ZnCl2	biolink:ChemicalEntity
CHEBI:86368	MnCl2 x 4 H2O	biolink:ChemicalEntity
CHEBI:33118	H3BO3	biolink:ChemicalEntity
CHEBI:35696	CoCl2 x 6 H2O	biolink:ChemicalEntity
CHEBI:86318	CuCl2 x 2 H2O	biolink:ChemicalEntity
CHEBI:34887	NiCl2 x 6 H2O	biolink:ChemicalEntity
CHEBI:75213	Na2MoO4 x 2 H2O	biolink:ChemicalEntity
CHEBI:32145	NaOH	biolink:ChemicalEntity
CHEBI:131361	Na2SeO3 x 5 H2O	biolink:ChemicalEntity
CHEBI:63939	Na2WO4 x 2 H2O	biolink:ChemicalEntity
CHEBI:15956	Biotin	biolink:ChemicalEntity
CHEBI:27470	Folic acid	biolink:ChemicalEntity
CHEBI:30961	Pyridoxine hydrochloride	biolink:ChemicalEntity
CHEBI:49105	Thiamine HCl	biolink:ChemicalEntity
CHEBI:17015	Riboflavin	biolink:ChemicalEntity
CHEBI:15940	Nicotinic acid	biolink:ChemicalEntity
CHEBI:1687714	Calcium D-(+)-pantothenate	biolink:ChemicalEntity
CHEBI:17439	Vitamin B12	biolink:ChemicalEntity
CHEBI:30753	p-Aminobenzoic acid	biolink:ChemicalEntity
CHEBI:16494	(DL)-alpha-Lipoic acid	biolink:ChemicalEntity
CHEBI:15956	D-(+)-biotin	biolink:ChemicalEntity
CHEBI:31345	Calcium pantothenate	biolink:ChemicalEntity
CHEBI:132751	Thiamine-HCl x 2 H2O	biolink:ChemicalEntity
mediadive.ingredient:825	METHANOBACTERIUM II MEDIUM	biolink:ChemicalEntity
CHEBI:31206	NH4Cl	biolink:ChemicalEntity
CHEBI:131527	K2HPO4	biolink:ChemicalEntity
CHEBI:63036	KH2PO4	biolink:ChemicalEntity
CHEBI:86345	MgCl2 x 6 H2O	biolink:ChemicalEntity
CHEBI:86158	CaCl2 x 2 H2O	biolink:ChemicalEntity
CHEBI:32588	KCl	biolink:ChemicalEntity
CHEBI:26710	NaCl	biolink:ChemicalEntity
mediadive.solution:241	Modified Wolin's mineral solution	biolink:ChemicalEntity
CHEBI:32954	Na-acetate	biolink:ChemicalEntity
CAS-RN:8013-01-2	Yeast extract	biolink:ChemicalEntity
CAS-RN:62758-13-8	Sodium resazurin	biolink:ChemicalEntity
CHEBI:32139	NaHCO3	biolink:ChemicalEntity
mediadive.solution:5980	Wolin's vitamin solution (10x)	biolink:ChemicalEntity
CHEBI:91248	L-Cysteine HCl x H2O	biolink:ChemicalEntity
CHEBI:76209	Na2S x 9 H2O	biolink:ChemicalEntity
CHEBI:15377	Distilled water	biolink:ChemicalEntity
CHEBI:44557	Nitrilotriacetic acid	biolink:ChemicalEntity
CHEBI:31795	MgSO4 x 7 H2O	biolink:ChemicalEntity
CHEBI:86364	MnSO4 x H2O	biolink:ChemicalEntity
CHEBI:75836	FeSO4 x 7 H2O	biolink:ChemicalEntity
CHEBI:53470	CoSO4 x 7 H2O	biolink:ChemicalEntity
CHEBI:32312	ZnSO4 x 7 H2O	biolink:ChemicalEntity
CHEBI:31440	CuSO4 x 5 H2O	biolink:ChemicalEntity
CHEBI:86465	AlK(SO4)2 x 12 H2O	biolink:ChemicalEntity
CHEBI:33118	H3BO3	biolink:ChemicalEntity
CHEBI:75213	Na2MoO4 x 2 H2O	biolink:ChemicalEntity
CHEBI:34887	NiCl2 x 6 H2O	biolink:ChemicalEntity
CHEBI:131361	Na2SeO3 x 5 H2O	biolink:ChemicalEntity
CHEBI:63939	Na2WO4 x 2 H2O	biolink:ChemicalEntity
CHEBI:15956	Biotin	biolink:ChemicalEntity
CHEBI:27470	Folic acid	biolink:ChemicalEntity
CHEBI:30961	Pyridoxine hydrochloride	biolink:ChemicalEntity
CHEBI:49105	Thiamine HCl	biolink:ChemicalEntity
CHEBI:17015	Riboflavin	biolink:ChemicalEntity
CHEBI:15940	Nicotinic acid	biolink:ChemicalEntity
CHEBI:1687714	Calcium D-(+)-pantothenate	biolink:ChemicalEntity
CHEBI:17439	Vitamin B12	biolink:ChemicalEntity
CHEBI:30753	p-Aminobenzoic acid	biolink:ChemicalEntity
CHEBI:16494	(DL)-alpha-Lipoic acid	biolink:ChemicalEntity
mediadive.ingredient:825a	METHANOBACTERIUM II MEDIUM (N2/CO2)	biolink:ChemicalEntity
CHEBI:31206	NH4Cl	biolink:ChemicalEntity
CHEBI:131527	K2HPO4	biolink:ChemicalEntity
CHEBI:63036	KH2PO4	biolink:ChemicalEntity
CHEBI:86345	MgCl2 x 6 H2O	biolink:ChemicalEntity
CHEBI:86158	CaCl2 x 2 H2O	biolink:ChemicalEntity
CHEBI:32588	KCl	biolink:ChemicalEntity
CHEBI:26710	NaCl	biolink:ChemicalEntity
mediadive.solution:241	Modified Wolin's mineral solution	biolink:ChemicalEntity
CHEBI:32954	Na-acetate	biolink:ChemicalEntity
CAS-RN:8013-01-2	Yeast extract	biolink:ChemicalEntity
CAS-RN:62758-13-8	Sodium resazurin	biolink:ChemicalEntity
CHEBI:32139	NaHCO3	biolink:ChemicalEntity
CHEBI:17790	Methanol	biolink:ChemicalEntity
mediadive.solution:5980	Wolin's vitamin solution (10x)	biolink:ChemicalEntity
CHEBI:91248	L-Cysteine HCl x H2O	biolink:ChemicalEntity
CHEBI:76209	Na2S x 9 H2O	biolink:ChemicalEntity
CHEBI:15377	Distilled water	biolink:ChemicalEntity
CHEBI:44557	Nitrilotriacetic acid	biolink:ChemicalEntity
CHEBI:31795	MgSO4 x 7 H2O	biolink:ChemicalEntity
CHEBI:86364	MnSO4 x H2O	biolink:ChemicalEntity
CHEBI:75836	FeSO4 x 7 H2O	biolink:ChemicalEntity
CHEBI:53470	CoSO4 x 7 H2O	biolink:ChemicalEntity
CHEBI:32312	ZnSO4 x 7 H2O	biolink:ChemicalEntity
CHEBI:31440	CuSO4 x 5 H2O	biolink:ChemicalEntity
CHEBI:86465	AlK(SO4)2 x 12 H2O	biolink:ChemicalEntity
CHEBI:33118	H3BO3	biolink:ChemicalEntity
CHEBI:75213	Na2MoO4 x 2 H2O	biolink:ChemicalEntity
CHEBI:34887	NiCl2 x 6 H2O	biolink:ChemicalEntity
CHEBI:131361	Na2SeO3 x 5 H2O	biolink:ChemicalEntity
CHEBI:63939	Na2WO4 x 2 H2O	biolink:ChemicalEntity
CHEBI:15956	Biotin	biolink:ChemicalEntity
CHEBI:27470	Folic acid	biolink:ChemicalEntity
CHEBI:30961	Pyridoxine hydrochloride	biolink:ChemicalEntity
CHEBI:49105	Thiamine HCl	biolink:ChemicalEntity
CHEBI:17015	Riboflavin	biolink:ChemicalEntity
CHEBI:15940	Nicotinic acid	biolink:ChemicalEntity
CHEBI:1687714	Calcium D-(+)-pantothenate	biolink:ChemicalEntity
CHEBI:17439	Vitamin B12	biolink:ChemicalEntity
CHEBI:30753	p-Aminobenzoic acid	biolink:ChemicalEntity
CHEBI:16494	(DL)-alpha-Lipoic acid	biolink:ChemicalEntity
mediadive.ingredient:826	GEOBACTER SULFURREDUCENS MEDIUM	biolink:ChemicalEntity
CHEBI:31206	NH4Cl	biolink:ChemicalEntity
CHEBI:34683	Na2HPO4	biolink:ChemicalEntity
CHEBI:32588	KCl	biolink:ChemicalEntity
CHEBI:32954	Na-acetate	biolink:ChemicalEntity
mediadive.solution:241	Modified Wolin's mineral solution	biolink:ChemicalEntity
CHEBI:32139	NaHCO3	biolink:ChemicalEntity
CHEBI:115156	Na2-fumarate	biolink:ChemicalEntity
mediadive.solution:5980	Wolin's vitamin solution (10x)	biolink:ChemicalEntity
CHEBI:15377	Distilled water	biolink:ChemicalEntity
CHEBI:44557	Nitrilotriacetic acid	biolink:ChemicalEntity
CHEBI:31795	MgSO4 x 7 H2O	biolink:ChemicalEntity
CHEBI:86364	MnSO4 x H2O	biolink:ChemicalEntity
CHEBI:26710	NaCl	biolink:ChemicalEntity
CHEBI:75836	FeSO4 x 7 H2O	biolink:ChemicalEntity
CHEBI:53470	CoSO4 x 7 H2O	biolink:ChemicalEntity
CHEBI:86158	CaCl2 x 2 H2O	biolink:ChemicalEntity
CHEBI:32312	ZnSO4 x 7 H2O	biolink:ChemicalEntity
CHEBI:31440	CuSO4 x 5 H2O	biolink:ChemicalEntity
CHEBI:86465	AlK(SO4)2 x 12 H2O	biolink:ChemicalEntity
CHEBI:33118	H3BO3	biolink:ChemicalEntity
CHEBI:75213	Na2MoO4 x 2 H2O	biolink:ChemicalEntity
CHEBI:34887	NiCl2 x 6 H2O	biolink:ChemicalEntity
CHEBI:131361	Na2SeO3 x 5 H2O	biolink:ChemicalEntity
CHEBI:63939	Na2WO4 x 2 H2O	biolink:ChemicalEntity
CHEBI:15956	Biotin	biolink:ChemicalEntity
CHEBI:27470	Folic acid	biolink:ChemicalEntity
CHEBI:30961	Pyridoxine hydrochloride	biolink:ChemicalEntity
CHEBI:49105	Thiamine HCl	biolink:ChemicalEntity
CHEBI:17015	Riboflavin	biolink:ChemicalEntity
CHEBI:15940	Nicotinic acid	biolink:ChemicalEntity
CHEBI:1687714	Calcium D-(+)-pantothenate	biolink:ChemicalEntity
CHEBI:17439	Vitamin B12	biolink:ChemicalEntity
CHEBI:30753	p-Aminobenzoic acid	biolink:ChemicalEntity
CHEBI:16494	(DL)-alpha-Lipoic acid	biolink:ChemicalEntity
mediadive.ingredient:827	THERMOANAEROBACTER SULFUROPHILUS MEDIUM	biolink:ChemicalEntity
CHEBI:31206	NH4Cl	biolink:ChemicalEntity
CHEBI:32588	KCl	biolink:ChemicalEntity
CHEBI:63036	KH2PO4	biolink:ChemicalEntity
CHEBI:86345	MgCl2 x 6 H2O	biolink:ChemicalEntity
CHEBI:86158	CaCl2 x 2 H2O	biolink:ChemicalEntity
mediadive.solution:595	Trace element solution SL-10	biolink:ChemicalEntity
CAS-RN:62758-13-8	Sodium resazurin	biolink:ChemicalEntity
CHEBI:26833	Sulfur	biolink:ChemicalEntity
CHEBI:29377	Na2CO3	biolink:ChemicalEntity
CAS-RN:8013-01-2	Yeast extract	biolink:ChemicalEntity
CHEBI:17634	D-Glucose	biolink:ChemicalEntity
mediadive.solution:5980	Wolin's vitamin solution (10x)	biolink:ChemicalEntity
CHEBI:76209	Na2S x 9 H2O	biolink:ChemicalEntity
CHEBI:15377	Distilled water	biolink:ChemicalEntity
CHEBI:17883	HCl	biolink:ChemicalEntity
CHEBI:86249	FeCl2 x 4 H2O	biolink:ChemicalEntity
CHEBI:49976	ZnCl2	biolink:ChemicalEntity
CHEBI:86368	MnCl2 x 4 H2O	biolink:ChemicalEntity
CHEBI:33118	H3BO3	biolink:ChemicalEntity
CHEBI:35696	CoCl2 x 6 H2O	biolink:ChemicalEntity
CHEBI:86318	CuCl2 x 2 H2O	biolink:ChemicalEntity
CHEBI:34887	NiCl2 x 6 H2O	biolink:ChemicalEntity
CHEBI:75213	Na2MoO4 x 2 H2O	biolink:ChemicalEntity
CHEBI:15956	Biotin	biolink:ChemicalEntity
CHEBI:27470	Folic acid	biolink:ChemicalEntity
CHEBI:30961	Pyridoxine hydrochloride	biolink:ChemicalEntity
CHEBI:49105	Thiamine HCl	biolink:ChemicalEntity
CHEBI:17015	Riboflavin	biolink:ChemicalEntity
CHEBI:15940	Nicotinic acid	biolink:ChemicalEntity
CHEBI:1687714	Calcium D-(+)-pantothenate	biolink:ChemicalEntity
CHEBI:17439	Vitamin B12	biolink:ChemicalEntity
CHEBI:30753	p-Aminobenzoic acid	biolink:ChemicalEntity
CHEBI:16494	(DL)-alpha-Lipoic acid	biolink:ChemicalEntity
mediadive.ingredient:828	NEVSKIA MEDIUM	biolink:ChemicalEntity
CAS-RN:7778-77-0	Potassium phosphate buffer	biolink:ChemicalEntity
CHEBI:31795	MgSO4 x 7 H2O	biolink:ChemicalEntity
CHEBI:86158	CaCl2 x 2 H2O	biolink:ChemicalEntity
CHEBI:75228	Na-lactate	biolink:ChemicalEntity
mediadive.solution:1678	SL-9	biolink:ChemicalEntity
mediadive.solution:1038	Seven vitamins solution	biolink:ChemicalEntity
CHEBI:2509	Agar	biolink:ChemicalEntity
CHEBI:15377	Distilled water	biolink:ChemicalEntity
CHEBI:17883	HCl	biolink:ChemicalEntity
CHEBI:86249	FeCl2 x 4 H2O	biolink:ChemicalEntity
CHEBI:49976	ZnCl2	biolink:ChemicalEntity
CHEBI:86368	MnCl2 x 4 H2O	biolink:ChemicalEntity
CHEBI:33118	H3BO3	biolink:ChemicalEntity
CHEBI:35696	CoCl2 x 6 H2O	biolink:ChemicalEntity
CHEBI:86318	CuCl2 x 2 H2O	biolink:ChemicalEntity
CHEBI:34887	NiCl2 x 6 H2O	biolink:ChemicalEntity
CHEBI:75213	Na2MoO4 x 2 H2O	biolink:ChemicalEntity
CHEBI:44557	Nitrilotriacetic acid	biolink:ChemicalEntity
CHEBI:17439	Vitamin B12	biolink:ChemicalEntity
CHEBI:30753	p-Aminobenzoic acid	biolink:ChemicalEntity
CHEBI:15956	D-(+)-biotin	biolink:ChemicalEntity
CHEBI:15940	Nicotinic acid	biolink:ChemicalEntity
CHEBI:31345	Calcium pantothenate	biolink:ChemicalEntity
CHEBI:30961	Pyridoxine hydrochloride	biolink:ChemicalEntity
CHEBI:132751	Thiamine-HCl x 2 H2O	biolink:ChemicalEntity
mediadive.ingredient:829	DESULFUROBACTERIUM MEDIUM	biolink:ChemicalEntity
mediadive.ingredient:423	Sea Salt	biolink:ChemicalEntity
CHEBI:31206	NH4Cl	biolink:ChemicalEntity
CHEBI:63036	KH2PO4	biolink:ChemicalEntity
CAS-RN:4432-31-9	MES [2-(N-morpholino) ethane sulfonic acid]	biolink:ChemicalEntity
mediadive.solution:595	Trace element solution SL-10	biolink:ChemicalEntity
mediadive.solution:777	Selenite-tungstate solution	biolink:ChemicalEntity
CAS-RN:62758-13-8	Sodium resazurin	biolink:ChemicalEntity
CHEBI:26833	Sulfur	biolink:ChemicalEntity
CHEBI:29377	Na2CO3	biolink:ChemicalEntity
mediadive.solution:1038	Seven vitamins solution	biolink:ChemicalEntity
mediadive.solution:1680	Growth-stimulating factors	biolink:ChemicalEntity
