mediadive_id	name	complex_medium	source	link	min_pH	max_pH	reference	description	ingredents
mediadive.ingredient:513	PP-MEDIUM	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium513.pdf	7	7			{'Polypeptone': 'mediadive.ingredient:442', 'Yeast extract': 'CAS-RN:8013-01-2', 'MgSO4 x 7 H2O': 'CHEBI:31795', 'Agar': 'CHEBI:2509', 'Distilled water': 'CHEBI:15377'}
mediadive.ingredient:514	BACTO MARINE BROTH (DIFCO 2216)	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium514.pdf	7.6	7.6			{'Bacto peptone': 'CAS-RN:51142-18-8', 'Yeast extract': 'CAS-RN:8013-01-2', 'Fe(III) citrate': 'CHEBI:144421', 'NaCl': 'CHEBI:26710', 'MgCl2': 'CHEBI:6636', 'Na2SO4': 'CHEBI:32149', 'CaCl2': 'CHEBI:3312', 'KCl': 'CHEBI:32588', 'NaHCO3': 'CHEBI:32139', 'KBr': 'CHEBI:32030', 'SrCl2': 'CHEBI:36383', 'H3BO3': 'CHEBI:33118', 'Na-silicate': 'CHEBI:60720', 'NaF': 'CHEBI:28741', '(NH4)NO3': 'CHEBI:63038', 'Na2HPO4': 'CHEBI:34683', 'Distilled water': 'CHEBI:15377'}
mediadive.ingredient:514a	HALF STRENGTH BACTO MARINE BROTH	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium514a.pdf	7.6	7.6			{'Main sol. 514': 'mediadive.solution:1134', 'Distilled water': 'CHEBI:15377', 'Agar': 'CHEBI:2509', 'Bacto peptone': 'CAS-RN:51142-18-8', 'Yeast extract': 'CAS-RN:8013-01-2', 'Fe(III) citrate': 'CHEBI:144421', 'NaCl': 'CHEBI:26710', 'MgCl2': 'CHEBI:6636', 'Na2SO4': 'CHEBI:32149', 'CaCl2': 'CHEBI:3312', 'KCl': 'CHEBI:32588', 'NaHCO3': 'CHEBI:32139', 'KBr': 'CHEBI:32030', 'SrCl2': 'CHEBI:36383', 'H3BO3': 'CHEBI:33118', 'Na-silicate': 'CHEBI:60720', 'NaF': 'CHEBI:28741', '(NH4)NO3': 'CHEBI:63038', 'Na2HPO4': 'CHEBI:34683'}
mediadive.ingredient:514b	MEDIUM 514 plus additional salt	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium514b.pdf	7.6	7.6			{'Main sol. 514': 'mediadive.solution:1134', 'Agar': 'CHEBI:2509', 'Bacto peptone': 'CAS-RN:51142-18-8', 'Yeast extract': 'CAS-RN:8013-01-2', 'Fe(III) citrate': 'CHEBI:144421', 'NaCl': 'CHEBI:26710', 'MgCl2': 'CHEBI:6636', 'Na2SO4': 'CHEBI:32149', 'CaCl2': 'CHEBI:3312', 'KCl': 'CHEBI:32588', 'NaHCO3': 'CHEBI:32139', 'KBr': 'CHEBI:32030', 'SrCl2': 'CHEBI:36383', 'H3BO3': 'CHEBI:33118', 'Na-silicate': 'CHEBI:60720', 'NaF': 'CHEBI:28741', '(NH4)NO3': 'CHEBI:63038', 'Na2HPO4': 'CHEBI:34683', 'Distilled water': 'CHEBI:15377'}
mediadive.ingredient:514c	REACTIVATION WITH LIQUID MEDIUM 514	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium514c.pdf	7.6	7.6			{'514. BACTO MARINE BROTH (DIFCO 2216)': 'mediadive.solution:1138', 'Bacto peptone': 'CAS-RN:51142-18-8', 'Yeast extract': 'CAS-RN:8013-01-2', 'Fe(III) citrate': 'CHEBI:144421', 'NaCl': 'CHEBI:26710', 'MgCl2': 'CHEBI:6636', 'Na2SO4': 'CHEBI:32149', 'CaCl2': 'CHEBI:3312', 'KCl': 'CHEBI:32588', 'Na2CO3': 'CHEBI:29377', 'KBr': 'CHEBI:32030', 'SrCl2': 'CHEBI:36383', 'H3BO3': 'CHEBI:33118', 'Na-silicate': 'CHEBI:60720', 'NaF': 'CHEBI:28741', '(NH4)NO3': 'CHEBI:63038', 'Na2HPO4': 'CHEBI:34683', 'Agar': 'CHEBI:2509', 'Distilled water': 'CHEBI:15377'}
mediadive.ingredient:514d	MODIFIED BACTO MARINE BROTH	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium514d.pdf	7.5	7.5			{'Difco marine broth': 'mediadive.ingredient:530', 'Pancreatic digest of casein': 'CAS-RN:65072-00-6', 'Soy peptone': 'CAS-RN:91079-46-8', 'Malt extract': 'CAS-RN:8002-48-0', 'Distilled water': 'CHEBI:15377', 'Agar': 'CHEBI:2509'}
mediadive.ingredient:514e	MARINE BROTH (ANAEROB)	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium514e.pdf	7.3	7.5			{'Peptone': 'CAS-RN:73049-73-7', 'Yeast extract': 'CAS-RN:8013-01-2', 'NaCl': 'CHEBI:26710', 'MgCl2': 'CHEBI:6636', 'Na2SO4': 'CHEBI:32149', 'KCl': 'CHEBI:32588', 'NaHCO3': 'CHEBI:32139', 'KBr': 'CHEBI:32030', 'SrCl2': 'CHEBI:36383', 'H3BO3': 'CHEBI:33118', 'Na-silicate': 'CHEBI:60720', 'NaF': 'CHEBI:28741', '(NH4)NO3': 'CHEBI:63038', 'Na2HPO4': 'CHEBI:34683', 'Sodium resazurin': 'CAS-RN:62758-13-8', 'L-Cysteine HCl x H2O': 'CHEBI:91248', 'Na2S x 9 H2O': 'CHEBI:76209', 'Distilled water': 'CHEBI:15377'}
mediadive.ingredient:514f	MARINE BROTH (ROTH CP73)	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium514f.pdf	7.4	7.8			{'Peptone': 'CAS-RN:73049-73-7', 'Yeast extract': 'CAS-RN:8013-01-2', 'Fe(III) citrate': 'CHEBI:144421', 'NaCl': 'CHEBI:26710', 'MgCl2': 'CHEBI:6636', 'Na2SO4': 'CHEBI:32149', 'CaCl2': 'CHEBI:3312', 'KCl': 'CHEBI:32588', 'NaHCO3': 'CHEBI:32139', 'KBr': 'CHEBI:32030', 'SrCl2': 'CHEBI:36383', 'H3BO3': 'CHEBI:33118', 'Na-silicate': 'CHEBI:60720', 'NaF': 'CHEBI:28741', '(NH4)NO3': 'CHEBI:63038', 'Na2HPO4': 'CHEBI:34683', 'Distilled water': 'CHEBI:15377', 'Agar': 'CHEBI:2509'}
mediadive.ingredient:514g	HALF STRENGTH BACTO MARINE BROTH with 50% Seawater	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium514g.pdf	7.6	7.6			{'Bacto peptone': 'CAS-RN:51142-18-8', 'Yeast extract': 'CAS-RN:8013-01-2', 'Fe(III) citrate': 'CHEBI:144421', 'NaCl': 'CHEBI:26710', 'MgCl2': 'CHEBI:6636', 'Na2SO4': 'CHEBI:32149', 'CaCl2': 'CHEBI:3312', 'KCl': 'CHEBI:32588', 'NaHCO3': 'CHEBI:32139', 'KBr': 'CHEBI:32030', 'SrCl2': 'CHEBI:36383', 'H3BO3': 'CHEBI:33118', 'Na-silicate': 'CHEBI:60720', 'NaF': 'CHEBI:28741', '(NH4)NO3': 'CHEBI:63038', 'Na2HPO4': 'CHEBI:34683', 'Sea water': 'mediadive.ingredient:286', 'Distilled water': 'CHEBI:15377', 'Agar': 'CHEBI:2509'}
mediadive.ingredient:516	ANAEROCELLUM MEDIUM	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium516.pdf	7.1	7.3			"{'NH4Cl': 'CHEBI:31206', 'KH2PO4': 'CHEBI:63036', 'KCl': 'CHEBI:32588', 'MgCl2 x 6 H2O': 'CHEBI:86345', 'CaCl2 x 2 H2O': 'CHEBI:86158', 'Trace element solution SL-10': 'mediadive.solution:595', 'Yeast extract': 'CAS-RN:8013-01-2', 'Sodium resazurin': 'CAS-RN:62758-13-8', 'Na2CO3': 'CHEBI:29377', 'Cellobiose': 'CHEBI:17057', ""Wolin's vitamin solution (10x)"": 'mediadive.solution:5980', 'Na2S x 9 H2O': 'CHEBI:76209', 'Distilled water': 'CHEBI:15377', 'HCl': 'CHEBI:17883', 'FeCl2 x 4 H2O': 'CHEBI:86249', 'ZnCl2': 'CHEBI:49976', 'MnCl2 x 4 H2O': 'CHEBI:86368', 'H3BO3': 'CHEBI:33118', 'CoCl2 x 6 H2O': 'CHEBI:35696', 'CuCl2 x 2 H2O': 'CHEBI:86318', 'NiCl2 x 6 H2O': 'CHEBI:34887', 'Na2MoO4 x 2 H2O': 'CHEBI:75213', 'Biotin': 'CHEBI:15956', 'Folic acid': 'CHEBI:27470', 'Pyridoxine hydrochloride': 'CHEBI:30961', 'Thiamine HCl': 'CHEBI:49105', 'Riboflavin': 'CHEBI:17015', 'Nicotinic acid': 'CHEBI:15940', 'Calcium D-(+)-pantothenate': 'CHEBI:1687714', 'Vitamin B12': 'CHEBI:17439', 'p-Aminobenzoic acid': 'CHEBI:30753', '(DL)-alpha-Lipoic acid': 'CHEBI:16494'}"
mediadive.ingredient:517	DESULFOSUDIS MEDIUM	0	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium517.pdf	7.1	7.4			"{'Solution A': 'mediadive.solution:1145', 'Solution B': 'mediadive.solution:1148', 'Solution C': 'mediadive.solution:1151', 'Solution D': 'mediadive.solution:1149', 'Solution E': 'mediadive.solution:1150', 'Solution F': 'mediadive.solution:1152', 'KH2PO4': 'CHEBI:63036', 'NH4Cl': 'CHEBI:31206', 'Na2SO4': 'CHEBI:32149', 'NaCl': 'CHEBI:26710', 'MgCl2 x 6 H2O': 'CHEBI:86345', 'CaCl2 x 2 H2O': 'CHEBI:86158', 'Trace element solution SL-10': 'mediadive.solution:595', 'Selenite-tungstate solution': 'mediadive.solution:777', 'Sodium resazurin': 'CAS-RN:62758-13-8', 'Distilled water': 'CHEBI:15377', 'Na2CO3': 'CHEBI:29377', 'Stearic acid': 'CHEBI:28842', 'NaOH': 'CHEBI:32145', ""Wolin's vitamin solution (10x)"": 'mediadive.solution:5980', 'Vitamin B12': 'CHEBI:17439', 'Na2S x 9 H2O': 'CHEBI:76209', 'HCl': 'CHEBI:17883', 'FeCl2 x 4 H2O': 'CHEBI:86249', 'ZnCl2': 'CHEBI:49976', 'MnCl2 x 4 H2O': 'CHEBI:86368', 'H3BO3': 'CHEBI:33118', 'CoCl2 x 6 H2O': 'CHEBI:35696', 'CuCl2 x 2 H2O': 'CHEBI:86318', 'NiCl2 x 6 H2O': 'CHEBI:34887', 'Na2MoO4 x 2 H2O': 'CHEBI:75213', 'Na2SeO3 x 5 H2O': 'CHEBI:131361', 'Na2WO4 x 2 H2O': 'CHEBI:63939', 'Biotin': 'CHEBI:15956', 'Folic acid': 'CHEBI:27470', 'Pyridoxine hydrochloride': 'CHEBI:30961', 'Thiamine HCl': 'CHEBI:49105', 'Riboflavin': 'CHEBI:17015', 'Nicotinic acid': 'CHEBI:15940', 'Calcium D-(+)-pantothenate': 'CHEBI:1687714', 'p-Aminobenzoic acid': 'CHEBI:30753', '(DL)-alpha-Lipoic acid': 'CHEBI:16494'}"
mediadive.ingredient:518	GUYPARKERIA MEDIUM	0	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium518.pdf	7.3	7.5			{'Na2HPO4 x 2 H2O': 'CHEBI:34683', 'KH2PO4': 'CHEBI:63036', 'NaCl': 'CHEBI:26710', 'MgSO4 x 7 H2O': 'CHEBI:31795', 'NH4Cl': 'CHEBI:31206', 'Phenol red': 'CHEBI:31991', 'Trace element solution': 'mediadive.solution:612', 'Na2S2O3 x 5 H2O': 'CHEBI:32150', 'Agar': 'CHEBI:2509', 'Distilled water': 'CHEBI:15377', 'Na2-EDTA': 'CHEBI:64734', 'ZnSO4 x 7 H2O': 'CHEBI:32312', 'CaCl2 x 2 H2O': 'CHEBI:86158', 'MnCl2 x 4 H2O': 'CHEBI:86368', 'CoCl2 x 6 H2O': 'CHEBI:35696', '(NH4)6Mo7O24 x 4 H2O': 'CAS-RN:12054-85-2', 'FeSO4 x 7 H2O': 'CHEBI:75836', 'CuSO4 x 5 H2O': 'CHEBI:31440', 'NaOH': 'CHEBI:32145'}
mediadive.ingredient:519	ARCHAEOGLOBUS PROFUNDUS MEDIUM	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium519.pdf	6.5	6.5			"{'KCl': 'CHEBI:32588', 'MgCl2 x 6 H2O': 'CHEBI:86345', 'MgSO4 x 7 H2O': 'CHEBI:31795', 'Na2SO4': 'CHEBI:32149', 'NH4Cl': 'CHEBI:31206', 'CaCl2 x 2 H2O': 'CHEBI:86158', 'K2HPO4': 'CHEBI:131527', 'NaCl': 'CHEBI:26710', 'Yeast extract': 'CAS-RN:8013-01-2', 'Na-acetate': 'CHEBI:32954', 'Fe(NH4)2(SO4)2 x 7 H2O': 'CHEBI:131378', ""Modified Wolin's mineral solution"": 'mediadive.solution:241', 'Sodium resazurin': 'CAS-RN:62758-13-8', 'NaHCO3': 'CHEBI:32139', 'Na2S x 9 H2O': 'CHEBI:76209', 'Distilled water': 'CHEBI:15377', 'Nitrilotriacetic acid': 'CHEBI:44557', 'MnSO4 x H2O': 'CHEBI:86364', 'FeSO4 x 7 H2O': 'CHEBI:75836', 'CoSO4 x 7 H2O': 'CHEBI:53470', 'ZnSO4 x 7 H2O': 'CHEBI:32312', 'CuSO4 x 5 H2O': 'CHEBI:31440', 'AlK(SO4)2 x 12 H2O': 'CHEBI:86465', 'H3BO3': 'CHEBI:33118', 'Na2MoO4 x 2 H2O': 'CHEBI:75213', 'NiCl2 x 6 H2O': 'CHEBI:34887', 'Na2SeO3 x 5 H2O': 'CHEBI:131361', 'Na2WO4 x 2 H2O': 'CHEBI:63939'}"
mediadive.ingredient:520	RUMINOCLOSTRIDIUM CELLULOLYTICUM (CM3) MEDIUM	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium520.pdf	7.2	7.2			{'(NH4)2SO4': 'CHEBI:62946', 'KH2PO4': 'CHEBI:63036', 'K2HPO4 x 3 H2O': 'CHEBI:131527', 'FeSO4 x 7 H2O': 'CHEBI:75836', 'Trace element solution SL-10': 'mediadive.solution:595', 'Yeast extract': 'CAS-RN:8013-01-2', 'Sodium resazurin': 'CAS-RN:62758-13-8', 'MgCl2 x 6 H2O': 'CHEBI:86345', 'CaCl2 x 2 H2O': 'CHEBI:86158', 'Cellobiose': 'CHEBI:17057', 'Cellulose': 'CHEBI:18246', 'Na2CO3': 'CHEBI:29377', 'L-Cysteine HCl x H2O': 'CHEBI:91248', 'Distilled water': 'CHEBI:15377', 'HCl': 'CHEBI:17883', 'FeCl2 x 4 H2O': 'CHEBI:86249', 'ZnCl2': 'CHEBI:49976', 'MnCl2 x 4 H2O': 'CHEBI:86368', 'H3BO3': 'CHEBI:33118', 'CoCl2 x 6 H2O': 'CHEBI:35696', 'CuCl2 x 2 H2O': 'CHEBI:86318', 'NiCl2 x 6 H2O': 'CHEBI:34887', 'Na2MoO4 x 2 H2O': 'CHEBI:75213'}
mediadive.ingredient:521	DESULFOMONILE MEDIUM	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium521.pdf	6.8	7			{'NH4Cl': 'CHEBI:31206', 'Na2SO4': 'CHEBI:32149', 'Na2S2O3 x 5 H2O': 'CHEBI:32150', 'MgSO4 x 7 H2O': 'CHEBI:31795', 'CaCl2 x 2 H2O': 'CHEBI:86158', 'KH2PO4': 'CHEBI:63036', 'Trace element solution SL-10': 'mediadive.solution:595', 'Selenite-tungstate solution': 'mediadive.solution:777', 'Yeast extract': 'CAS-RN:8013-01-2', 'Sodium resazurin': 'CAS-RN:62758-13-8', 'NaHCO3': 'CHEBI:32139', 'Vitamin solution': 'mediadive.solution:1157', 'Na-pyruvate': 'CHEBI:50144', 'Na2S x 9 H2O': 'CHEBI:76209', 'Distilled water': 'CHEBI:15377', 'Pyridoxine hydrochloride': 'CHEBI:30961', 'Riboflavin': 'CHEBI:17015', 'Calcium pantothenate': 'CHEBI:31345', 'p-Aminobenzoate': 'CHEBI:17836', 'Thioctic acid': 'CHEBI:30314', 'Nicotinamide': 'CHEBI:17154', 'Biotin': 'CHEBI:15956', 'Folic acid': 'CHEBI:27470', 'Vitamin B12': 'CHEBI:17439', 'Haemin': 'CHEBI:50385', '1,4-Naphthoquinone': 'CHEBI:27418', 'HCl': 'CHEBI:17883', 'FeCl2 x 4 H2O': 'CHEBI:86249', 'ZnCl2': 'CHEBI:49976', 'MnCl2 x 4 H2O': 'CHEBI:86368', 'H3BO3': 'CHEBI:33118', 'CoCl2 x 6 H2O': 'CHEBI:35696', 'CuCl2 x 2 H2O': 'CHEBI:86318', 'NiCl2 x 6 H2O': 'CHEBI:34887', 'Na2MoO4 x 2 H2O': 'CHEBI:75213', 'NaOH': 'CHEBI:32145', 'Na2SeO3 x 5 H2O': 'CHEBI:131361', 'Na2WO4 x 2 H2O': 'CHEBI:63939'}
mediadive.ingredient:523	CLOSTRIDIUM CHARTATABIDUM MEDIUM	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium523.pdf	6.7	6.8			{'Mineral solution': 'mediadive.solution:607', 'Clarified rumen fluid': 'mediadive.solution:2618', 'K2HPO4': 'CHEBI:131527', 'Trypticase peptone': 'CAS-RN:91079-40-2', 'Yeast extract': 'CAS-RN:8013-01-2', 'Haemin solution': 'mediadive.solution:124', 'Sodium resazurin': 'CAS-RN:62758-13-8', 'Na2CO3': 'CHEBI:29377', 'Cellobiose': 'CHEBI:17057', 'L-Cysteine HCl x H2O': 'CHEBI:91248', 'Na2S x 9 H2O': 'CHEBI:76209', 'Distilled water': 'CHEBI:15377', 'KH2PO4': 'CHEBI:63036', 'NaCl': 'CHEBI:26710', '(NH4)2SO4': 'CHEBI:62946', 'CaCl2 x 2 H2O': 'CHEBI:86158', 'MgSO4 x 7 H2O': 'CHEBI:31795', 'Haemin': 'CHEBI:50385', 'NaOH': 'CHEBI:32145'}
mediadive.ingredient:524	FLEXISTIPES MEDIUM	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium524.pdf	6.5	6.5			{'NaCl': 'CHEBI:26710', 'MgCl2 x 6 H2O': 'CHEBI:86345', 'Na2SO4': 'CHEBI:32149', 'CaCl2 x 2 H2O': 'CHEBI:86158', 'KCl': 'CHEBI:32588', 'KBr': 'CHEBI:32030', 'SrCl2 x 6 H2O': 'CHEBI:36385', 'H3BO3': 'CHEBI:33118', 'Na2HPO4 x 2 H2O': 'CHEBI:34683', 'Na-meta silicate': 'CAS-RN:6834-92-0', 'NaF': 'CHEBI:28741', 'Sodium resazurin': 'CAS-RN:62758-13-8', 'NaHCO3': 'CHEBI:32139', 'Yeast extract': 'CAS-RN:8013-01-2', 'KNO3': 'CHEBI:58242', 'Na2S x 9 H2O': 'CHEBI:76209', 'Distilled water': 'CHEBI:15377'}
mediadive.ingredient:525	METHANOHALOPHILUS (MG) MEDIUM	0	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium525.pdf	6.9	7			"{'KCl': 'CHEBI:32588', 'MgCl2 x 6 H2O': 'CHEBI:86345', 'MgSO4 x 7 H2O': 'CHEBI:31795', 'NH4Cl': 'CHEBI:31206', 'K2HPO4 x 3 H2O': 'CHEBI:131527', 'CaCl2 x 2 H2O': 'CHEBI:86158', 'NaCl': 'CHEBI:26710', ""Modified Wolin's mineral solution"": 'mediadive.solution:241', 'Na-acetate': 'CHEBI:32954', 'Sodium resazurin': 'CAS-RN:62758-13-8', 'NaHCO3': 'CHEBI:32139', 'Na2CO3': 'CHEBI:29377', 'Trimethylamine-HCl': 'CAS-RN:593-81-7', ""Wolin's vitamin solution (10x)"": 'mediadive.solution:5980', 'L-Cysteine HCl x H2O': 'CHEBI:91248', 'Na2S x 9 H2O': 'CHEBI:76209', 'Distilled water': 'CHEBI:15377', 'Nitrilotriacetic acid': 'CHEBI:44557', 'MnSO4 x H2O': 'CHEBI:86364', 'FeSO4 x 7 H2O': 'CHEBI:75836', 'CoSO4 x 7 H2O': 'CHEBI:53470', 'ZnSO4 x 7 H2O': 'CHEBI:32312', 'CuSO4 x 5 H2O': 'CHEBI:31440', 'AlK(SO4)2 x 12 H2O': 'CHEBI:86465', 'H3BO3': 'CHEBI:33118', 'Na2MoO4 x 2 H2O': 'CHEBI:75213', 'NiCl2 x 6 H2O': 'CHEBI:34887', 'Na2SeO3 x 5 H2O': 'CHEBI:131361', 'Na2WO4 x 2 H2O': 'CHEBI:63939', 'Biotin': 'CHEBI:15956', 'Folic acid': 'CHEBI:27470', 'Pyridoxine hydrochloride': 'CHEBI:30961', 'Thiamine HCl': 'CHEBI:49105', 'Riboflavin': 'CHEBI:17015', 'Nicotinic acid': 'CHEBI:15940', 'Calcium D-(+)-pantothenate': 'CHEBI:1687714', 'Vitamin B12': 'CHEBI:17439', 'p-Aminobenzoic acid': 'CHEBI:30753', '(DL)-alpha-Lipoic acid': 'CHEBI:16494'}"
mediadive.ingredient:525a	METHANOHALOPHILUS (MG+NaCl) MEDIUM	0	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium525a.pdf	6.9	7			"{'KCl': 'CHEBI:32588', 'MgCl2 x 6 H2O': 'CHEBI:86345', 'MgSO4 x 7 H2O': 'CHEBI:31795', 'NH4Cl': 'CHEBI:31206', 'K2HPO4 x 3 H2O': 'CHEBI:131527', 'CaCl2 x 2 H2O': 'CHEBI:86158', 'NaCl': 'CHEBI:26710', ""Modified Wolin's mineral solution"": 'mediadive.solution:241', 'Na-acetate': 'CHEBI:32954', 'Sodium resazurin': 'CAS-RN:62758-13-8', 'NaHCO3': 'CHEBI:32139', 'Na2CO3': 'CHEBI:29377', 'Trimethylamine-HCl': 'CAS-RN:593-81-7', ""Wolin's vitamin solution (10x)"": 'mediadive.solution:5980', 'L-Cysteine HCl x H2O': 'CHEBI:91248', 'Na2S x 9 H2O': 'CHEBI:76209', 'Distilled water': 'CHEBI:15377', 'Nitrilotriacetic acid': 'CHEBI:44557', 'MnSO4 x H2O': 'CHEBI:86364', 'FeSO4 x 7 H2O': 'CHEBI:75836', 'CoSO4 x 7 H2O': 'CHEBI:53470', 'ZnSO4 x 7 H2O': 'CHEBI:32312', 'CuSO4 x 5 H2O': 'CHEBI:31440', 'AlK(SO4)2 x 12 H2O': 'CHEBI:86465', 'H3BO3': 'CHEBI:33118', 'Na2MoO4 x 2 H2O': 'CHEBI:75213', 'NiCl2 x 6 H2O': 'CHEBI:34887', 'Na2SeO3 x 5 H2O': 'CHEBI:131361', 'Na2WO4 x 2 H2O': 'CHEBI:63939', 'Biotin': 'CHEBI:15956', 'Folic acid': 'CHEBI:27470', 'Pyridoxine hydrochloride': 'CHEBI:30961', 'Thiamine HCl': 'CHEBI:49105', 'Riboflavin': 'CHEBI:17015', 'Nicotinic acid': 'CHEBI:15940', 'Calcium D-(+)-pantothenate': 'CHEBI:1687714', 'Vitamin B12': 'CHEBI:17439', 'p-Aminobenzoic acid': 'CHEBI:30753', '(DL)-alpha-Lipoic acid': 'CHEBI:16494'}"
mediadive.ingredient:526	CLOSTRIDIUM VIRIDE MEDIUM	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium526.pdf	7.6	7.8			{'5-Aminovaleric acid': 'CHEBI:15887', 'K2HPO4': 'CHEBI:131527', 'Yeast extract': 'CAS-RN:8013-01-2', 'Trace elements solution VR': 'mediadive.solution:1163', 'Sodium resazurin': 'CAS-RN:62758-13-8', 'NaHCO3': 'CHEBI:32139', 'L-Cysteine HCl x H2O': 'CHEBI:91248', 'Distilled water': 'CHEBI:15377', 'Nitrilotriacetic acid': 'CHEBI:44557', 'MgSO4 x 7 H2O': 'CHEBI:31795', 'CaCl2 x 2 H2O': 'CHEBI:86158', 'FeSO4 x 7 H2O': 'CHEBI:75836', 'NiCl2 x 6 H2O': 'CHEBI:34887', 'ZnSO4 x 7 H2O': 'CHEBI:32312', 'MnSO4 x H2O': 'CHEBI:86364', 'CoCl2 x 6 H2O': 'CHEBI:35696', 'VOSO4 x 5 H2O': 'CHEBI:132758', 'Na2MoO4 x 2 H2O': 'CHEBI:75213', 'CuSO4 x 5 H2O': 'CHEBI:31440'}
mediadive.ingredient:527	MOORELLA THERMOACETICA (G-20) MEDIUM	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium527.pdf	6.9	6.9			{'Solution A': 'mediadive.solution:1165', 'Solution B': 'mediadive.solution:1166', 'Solution C': 'mediadive.solution:1167', 'Solution D': 'mediadive.solution:1168', 'Solution E': 'mediadive.solution:1169', 'Yeast extract': 'CAS-RN:8013-01-2', 'Tryptone peptone': 'CAS-RN:91079-40-2', 'Na-pyruvate': 'CHEBI:50144', '(NH4)2SO4': 'CHEBI:62946', 'MgSO4 x 7 H2O': 'CHEBI:31795', 'Fe(NH4)2(SO4)2 x 6 H2O': 'CAS-RN:7783-85-9', 'Co(NO3)2 x 6 H2O': 'CHEBI:86214', 'Na2WO4 x 2 H2O': 'CHEBI:63939', 'Na2MoO4 x 2 H2O': 'CHEBI:75213', 'ZnCl2': 'CHEBI:49976', 'Na2SeO3 x 5 H2O': 'CHEBI:131361', 'NiCl2 x 6 H2O': 'CHEBI:34887', 'Sodium resazurin': 'CAS-RN:62758-13-8', 'Distilled water': 'CHEBI:15377', 'NaHCO3': 'CHEBI:32139', 'K2HPO4': 'CHEBI:131527', 'KH2PO4': 'CHEBI:63036', 'D-Glucose': 'CHEBI:17634', 'L-Cysteine HCl x H2O': 'CHEBI:91248', 'Na2S x 9 H2O': 'CHEBI:76209'}
mediadive.ingredient:528	NAPHTHALENE SULFONIC ACID MEDIUM	0	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium528.pdf					{'Na2HPO4 x 2 H2O': 'CHEBI:34683', 'KH2PO4': 'CHEBI:63036', 'NH4Cl': 'CHEBI:31206', 'MgCl2 x 6 H2O': 'CHEBI:86345', 'Ca(NO3)2 x 4 H2O': 'CHEBI:86159', 'Distilled water': 'CHEBI:15377', 'Trace element solution SL-4': 'mediadive.solution:20', 'Solution A': 'mediadive.solution:1171', 'Solution B': 'mediadive.solution:1172', 'Glucose': 'CHEBI:17234', 'Sodium succinate': 'CHEBI:63675', 'Glycerol': 'CHEBI:17754', 'Naphthalene sulfonic acid': 'CAS-RN:120-18-3', 'Na2-EDTA': 'CHEBI:64734', 'FeSO4 x 7 H2O': 'CHEBI:75836', 'ZnSO4 x 7 H2O': 'CHEBI:32312', 'MnCl2 x 4 H2O': 'CHEBI:86368', 'H3BO3': 'CHEBI:33118', 'CoCl2 x 6 H2O': 'CHEBI:35696', 'CuCl2 x 2 H2O': 'CHEBI:86318', 'NiCl2 x 6 H2O': 'CHEBI:34887', 'Na2MoO4 x 2 H2O': 'CHEBI:75213'}
